0.5055652137231899
(0) --> prob=[0.034162009638399715,0.9658379903616003], prediction=1.0
(5394) --> prob=[1.0252581272269149E-4,0.9998974741872773], prediction=1.0
(5396) --> prob=[0.1797585935033317,0.8202414064966682], prediction=1.0
(5398) --> prob=[0.006128668370519415,0.9938713316294806], prediction=1.0
(5400) --> prob=[1.7356210033049458E-6,0.9999982643789967], prediction=1.0
(5402) --> prob=[0.32365879073239673,0.6763412092676032], prediction=1.0
(5404) --> prob=[0.0013807899744249703,0.9986192100255751], prediction=1.0
(5406) --> prob=[0.0055218622515813874,0.9944781377484185], prediction=1.0
(5408) --> prob=[1.109860731168658E-6,0.9999988901392688], prediction=1.0
(5410) --> prob=[1.5213915822105307E-4,0.999847860841779], prediction=1.0
(5412) --> prob=[0.01562217527772579,0.9843778247222743], prediction=1.0
(5414) --> prob=[0.12868556758957111,0.8713144324104288], prediction=1.0
(5416) --> prob=[0.0019095627907211904,0.9980904372092787], prediction=1.0
(5418) --> prob=[0.6097731229852853,0.39022687701471465], prediction=0.0
(5420) --> prob=[3.741401298913188E-5,0.9999625859870108], prediction=1.0
(5422) --> prob=[0.036054649942769336,0.9639453500572307], prediction=1.0
(5424) --> prob=[0.0019237944524009066,0.9980762055475991], prediction=1.0
(5426) --> prob=[0.024214390582630408,0.9757856094173696], prediction=1.0
(5428) --> prob=[0.9999974408239858,2.559176014166711E-6], prediction=0.0
(5430) --> prob=[2.3858117172825466E-6,0.9999976141882827], prediction=1.0
(5432) --> prob=[1.3401957704904316E-5,0.9999865980422952], prediction=1.0
(5434) --> prob=[0.04881638950029568,0.9511836104997043], prediction=1.0
(5436) --> prob=[0.9999999978826941,2.117305827063074E-9], prediction=0.0
(5438) --> prob=[0.9993544505136218,6.455494863781847E-4], prediction=0.0
(5440) --> prob=[2.3792685573003952E-4,0.99976207314427], prediction=1.0
(5442) --> prob=[0.9996757974515355,3.242025484645203E-4], prediction=0.0
(5444) --> prob=[3.763491818495918E-4,0.9996236508181504], prediction=1.0
(5446) --> prob=[0.9999765403060261,2.3459693973997846E-5], prediction=0.0
(5448) --> prob=[2.8767933472136762E-9,0.9999999971232068], prediction=1.0
(5450) --> prob=[0.7631016013654912,0.2368983986345087], prediction=0.0
(5452) --> prob=[1.9454016750243784E-5,0.9999805459832498], prediction=1.0
(5454) --> prob=[6.110400485088898E-4,0.9993889599514911], prediction=1.0
(5456) --> prob=[0.9957648341614621,0.004235165838537902], prediction=0.0
(5458) --> prob=[0.8897658170059471,0.11023418299405298], prediction=0.0
(5460) --> prob=[2.2942018542221418E-8,0.9999999770579814], prediction=1.0
(5462) --> prob=[0.18944074646773443,0.8105592535322657], prediction=1.0
(5464) --> prob=[7.388441181517901E-4,0.9992611558818482], prediction=1.0
(5466) --> prob=[0.9999946116348867,5.3883651132600865E-6], prediction=0.0
(5468) --> prob=[0.3072366136357277,0.6927633863642723], prediction=1.0
(5470) --> prob=[0.002955225111983871,0.997044774888016], prediction=1.0
(5472) --> prob=[0.0697694277878717,0.9302305722121283], prediction=1.0
(5474) --> prob=[5.696390256148888E-5,0.9999430360974386], prediction=1.0
(5476) --> prob=[0.9873413081746976,0.012658691825302399], prediction=0.0
(5478) --> prob=[2.9133482836442736E-6,0.9999970866517165], prediction=1.0
(5480) --> prob=[0.9204450099623714,0.07955499003762852], prediction=0.0
(5482) --> prob=[6.840641893074768E-4,0.9993159358106926], prediction=1.0
(5484) --> prob=[0.6272844636726653,0.37271553632733473], prediction=0.0
(5486) --> prob=[0.9995444475913664,4.5555240863353756E-4], prediction=0.0
(5488) --> prob=[0.999999999163113,8.368870657502937E-10], prediction=0.0
(5490) --> prob=[0.9999999788836937,2.1116306345402262E-8], prediction=0.0
(5492) --> prob=[0.999999990888048,9.111952070963008E-9], prediction=0.0
(5494) --> prob=[0.9981793162621087,0.0018206837378912282], prediction=0.0
(5496) --> prob=[0.003514799759745152,0.9964852002402548], prediction=1.0
(5498) --> prob=[0.5141178417530292,0.48588215824697073], prediction=0.0
(5500) --> prob=[4.466882305639862E-6,0.9999955331176944], prediction=1.0
(5502) --> prob=[2.5823201991945952E-5,0.9999741767980082], prediction=1.0
(5504) --> prob=[0.9999999305026377,6.949736244903944E-8], prediction=0.0
(5506) --> prob=[0.4702158909007972,0.5297841090992027], prediction=1.0
(5508) --> prob=[0.939750526672657,0.06024947332734302], prediction=0.0
(5510) --> prob=[0.9999996553720989,3.446279012386145E-7], prediction=0.0
(5512) --> prob=[0.017699493244885497,0.9823005067551146], prediction=1.0
(5514) --> prob=[4.846291660207944E-7,0.999999515370834], prediction=1.0
(5516) --> prob=[0.9927327791729811,0.007267220827018971], prediction=0.0
(5518) --> prob=[0.002484621866155439,0.9975153781338446], prediction=1.0
(5520) --> prob=[0.3166399563064529,0.6833600436935471], prediction=1.0
(5522) --> prob=[0.9998238175122468,1.7618248775335505E-4], prediction=0.0
(5524) --> prob=[0.9999938698535825,6.1301464174484016E-6], prediction=0.0
(5526) --> prob=[0.06452489539599204,0.9354751046040078], prediction=1.0
(5528) --> prob=[0.4465882685804173,0.5534117314195828], prediction=1.0
(5530) --> prob=[0.9947603276846019,0.005239672315397977], prediction=0.0
(5532) --> prob=[0.9899949404267127,0.01000505957328722], prediction=0.0
(5534) --> prob=[5.213291122000233E-4,0.9994786708878001], prediction=1.0
(5536) --> prob=[0.17315349106726943,0.8268465089327306], prediction=1.0
(5538) --> prob=[0.9107288151633001,0.08927118483669988], prediction=0.0
(5540) --> prob=[0.9999592856974282,4.071430257189418E-5], prediction=0.0
(5542) --> prob=[0.9998281948238156,1.718051761844242E-4], prediction=0.0
(5544) --> prob=[0.07919898352364509,0.9208010164763549], prediction=1.0
(5546) --> prob=[0.9993123203937443,6.876796062558133E-4], prediction=0.0
(5548) --> prob=[0.026819832675663846,0.9731801673243362], prediction=1.0
(5550) --> prob=[0.9995258795314634,4.741204685366876E-4], prediction=0.0
(5552) --> prob=[0.0019616576456358533,0.9980383423543642], prediction=1.0
(5554) --> prob=[0.015646043426724657,0.9843539565732753], prediction=1.0
(5556) --> prob=[0.7648517556916342,0.23514824430836578], prediction=0.0
(5558) --> prob=[0.9704394476474143,0.029560552352585645], prediction=0.0
(5560) --> prob=[0.001093220885436111,0.9989067791145638], prediction=1.0
(5562) --> prob=[0.9809150807509927,0.019084919249007303], prediction=0.0
(5564) --> prob=[0.9999913699048232,8.630095176730855E-6], prediction=0.0
(5566) --> prob=[0.9997996487046711,2.0035129532898136E-4], prediction=0.0
(5568) --> prob=[0.3861795390851907,0.6138204609148094], prediction=1.0
(5570) --> prob=[0.4299200796176162,0.5700799203823839], prediction=1.0
(5572) --> prob=[0.009391688235085805,0.9906083117649143], prediction=1.0
(5574) --> prob=[0.033009560646326,0.9669904393536739], prediction=1.0
(5576) --> prob=[0.015442285593594804,0.9845577144064053], prediction=1.0
(5578) --> prob=[0.9638525408817287,0.03614745911827132], prediction=0.0
(5580) --> prob=[0.9936305558454845,0.006369444154515426], prediction=0.0
(5582) --> prob=[0.6875398583625894,0.3124601416374106], prediction=0.0
(5584) --> prob=[1.0420455465231548E-4,0.9998957954453477], prediction=1.0
(5586) --> prob=[0.9999924531525008,7.546847499222704E-6], prediction=0.0
(5588) --> prob=[0.9989363591245651,0.0010636408754348833], prediction=0.0
(5590) --> prob=[0.11055604173164069,0.8894439582683594], prediction=1.0
(5592) --> prob=[6.9266982581535835E-6,0.9999930733017418], prediction=1.0
(5594) --> prob=[0.9930685778095238,0.006931422190476216], prediction=0.0
(5596) --> prob=[7.618361984989398E-7,0.9999992381638014], prediction=1.0
(5598) --> prob=[0.04473460186030565,0.9552653981396942], prediction=1.0
(5600) --> prob=[0.002085659623074573,0.9979143403769254], prediction=1.0
(5602) --> prob=[0.6981265633766244,0.30187343662337557], prediction=0.0
(5604) --> prob=[0.05106076156975552,0.9489392384302444], prediction=1.0
(5606) --> prob=[7.578921385102406E-5,0.999924210786149], prediction=1.0
(5608) --> prob=[1.8332723280932846E-9,0.9999999981667276], prediction=1.0
(5610) --> prob=[6.344885398204079E-9,0.9999999936551145], prediction=1.0
(5612) --> prob=[0.9999979027101341,2.0972898659064597E-6], prediction=0.0
(5614) --> prob=[0.9295844565822144,0.0704155434177855], prediction=0.0
(5616) --> prob=[0.9999995492919096,4.507080904676612E-7], prediction=0.0
(5618) --> prob=[0.9999936834353709,6.316564629064176E-6], prediction=0.0
(5620) --> prob=[0.9700133818942076,0.02998661810579239], prediction=0.0
(5622) --> prob=[0.9335027942035165,0.06649720579648348], prediction=0.0
(5624) --> prob=[0.9691827530866894,0.030817246913310604], prediction=0.0
(5626) --> prob=[0.021088975587780483,0.9789110244122196], prediction=1.0
(5628) --> prob=[0.43673074925697225,0.5632692507430278], prediction=1.0
(5630) --> prob=[1.0036331188108796E-4,0.9998996366881189], prediction=1.0
(5632) --> prob=[0.04866413739027736,0.9513358626097227], prediction=1.0
(5634) --> prob=[0.03641660381512703,0.9635833961848731], prediction=1.0
(5636) --> prob=[5.51397139140352E-6,0.9999944860286086], prediction=1.0
(5638) --> prob=[0.9999973901456195,2.6098543804585996E-6], prediction=0.0
(5640) --> prob=[0.003664468635711124,0.9963355313642889], prediction=1.0
(5642) --> prob=[4.564890493517747E-5,0.9999543510950648], prediction=1.0
(5644) --> prob=[0.32694926913887157,0.6730507308611284], prediction=1.0
(5646) --> prob=[0.9263379992949144,0.0736620007050856], prediction=0.0
(5648) --> prob=[0.9997826714452082,2.1732855479197582E-4], prediction=0.0
(5650) --> prob=[0.9870365595323184,0.012963440467681605], prediction=0.0
(5652) --> prob=[0.7728873287966853,0.22711267120331458], prediction=0.0
(5654) --> prob=[0.3686152494497411,0.631384750550259], prediction=1.0
(5656) --> prob=[0.18262272376543717,0.8173772762345629], prediction=1.0
(5658) --> prob=[4.4426814233498995E-5,0.9999555731857666], prediction=1.0
(5660) --> prob=[0.08085299654382955,0.9191470034561705], prediction=1.0
(5662) --> prob=[0.7555887484192461,0.24441125158075389], prediction=0.0
(5664) --> prob=[0.9863823227217327,0.013617677278267386], prediction=0.0
(5666) --> prob=[0.9903013666765006,0.009698633323499453], prediction=0.0
(5668) --> prob=[0.9475457551692573,0.052454244830742736], prediction=0.0
(5670) --> prob=[0.9999999999869396,1.3060546238421694E-11], prediction=0.0
(5672) --> prob=[0.9326812600907989,0.06731873990920123], prediction=0.0
(5674) --> prob=[9.667592078411383E-12,0.9999999999903324], prediction=1.0
(5676) --> prob=[0.9991184686146883,8.815313853115703E-4], prediction=0.0
(5678) --> prob=[2.5131966050477793E-5,0.9999748680339495], prediction=1.0
(5680) --> prob=[3.799268269394263E-11,0.9999999999620073], prediction=1.0
(5682) --> prob=[5.050343567929921E-5,0.9999494965643208], prediction=1.0
(5684) --> prob=[9.02754813529755E-6,0.9999909724518646], prediction=1.0
(5686) --> prob=[0.8953867389208905,0.10461326107910948], prediction=0.0
(5688) --> prob=[0.9999936184496433,6.381550356574653E-6], prediction=0.0
(5690) --> prob=[0.9960890731375324,0.003910926862467538], prediction=0.0
(5692) --> prob=[0.9983046713127456,0.001695328687254503], prediction=0.0
(5694) --> prob=[6.056384848411344E-6,0.9999939436151515], prediction=1.0
(5696) --> prob=[0.0026336638327101943,0.9973663361672898], prediction=1.0
(5698) --> prob=[0.9999768794983215,2.3120501678582766E-5], prediction=0.0
(5700) --> prob=[4.733689961593538E-8,0.9999999526631003], prediction=1.0
(5702) --> prob=[0.7387201709114226,0.26127982908857733], prediction=0.0
(5704) --> prob=[0.3492831309632598,0.6507168690367402], prediction=1.0
(5706) --> prob=[0.9999126195923785,8.738040762152175E-5], prediction=0.0
(5708) --> prob=[0.0016508372069070918,0.9983491627930928], prediction=1.0
(5710) --> prob=[6.516098792401437E-5,0.999934839012076], prediction=1.0
(5712) --> prob=[0.3426098385949819,0.657390161405018], prediction=1.0
(5714) --> prob=[0.9518728265974046,0.048127173402595466], prediction=0.0
(5716) --> prob=[3.820059543635531E-5,0.9999617994045636], prediction=1.0
(5718) --> prob=[0.04260020551899193,0.957399794481008], prediction=1.0
(5720) --> prob=[4.5499308369938196E-7,0.9999995450069162], prediction=1.0
(5722) --> prob=[0.9787698062837582,0.02123019371624166], prediction=0.0
(5724) --> prob=[0.013315519457856657,0.9866844805421433], prediction=1.0
(5726) --> prob=[0.24945104913086716,0.750548950869133], prediction=1.0
(5728) --> prob=[0.9999999975866549,2.413345182481579E-9], prediction=0.0
(5730) --> prob=[0.9943621094443686,0.005637890555631319], prediction=0.0
(5732) --> prob=[0.7473598873781021,0.2526401126218979], prediction=0.0
(5734) --> prob=[0.9983199197141253,0.0016800802858747549], prediction=0.0
(5736) --> prob=[0.00932327115764724,0.9906767288423527], prediction=1.0
(5738) --> prob=[0.024737596388306433,0.9752624036116936], prediction=1.0
(5740) --> prob=[0.0043858378931799485,0.9956141621068201], prediction=1.0
(5742) --> prob=[2.3738456517976894E-4,0.9997626154348203], prediction=1.0
(5744) --> prob=[0.9747567058658941,0.02524329413410588], prediction=0.0
(5746) --> prob=[0.27655578878838455,0.7234442112116154], prediction=1.0
(5748) --> prob=[0.02140939370456968,0.9785906062954303], prediction=1.0
(5750) --> prob=[0.9999964402499979,3.5597500022021972E-6], prediction=0.0
(5752) --> prob=[1.284191984592124E-7,0.9999998715808015], prediction=1.0
(5754) --> prob=[0.9752953395331272,0.024704660466872932], prediction=0.0
(5756) --> prob=[0.9787174062686935,0.021282593731306504], prediction=0.0
(5758) --> prob=[1.8959794529299943E-8,0.9999999810402055], prediction=1.0
(5760) --> prob=[0.9999145400644988,8.545993550122393E-5], prediction=0.0
(5762) --> prob=[5.495127338218148E-5,0.9999450487266179], prediction=1.0
(5764) --> prob=[0.9996995147939569,3.004852060430457E-4], prediction=0.0
(5766) --> prob=[0.43208718409121044,0.5679128159087896], prediction=1.0
(5768) --> prob=[0.05409398091856387,0.9459060190814361], prediction=1.0
(5770) --> prob=[0.00712645044103491,0.9928735495589651], prediction=1.0
(5772) --> prob=[9.606541729180654E-8,0.9999999039345827], prediction=1.0
(5774) --> prob=[0.496376372843831,0.5036236271561689], prediction=1.0
(5776) --> prob=[0.1716370438516606,0.8283629561483393], prediction=1.0
(5778) --> prob=[0.8611856208538734,0.13881437914612668], prediction=0.0
(5780) --> prob=[0.934347091645046,0.0656529083549541], prediction=0.0
(5782) --> prob=[4.099332945147027E-7,0.9999995900667056], prediction=1.0
(5784) --> prob=[6.7493699200283556E-6,0.99999325063008], prediction=1.0
(5786) --> prob=[0.9999935660801611,6.433919838882958E-6], prediction=0.0
(5788) --> prob=[0.5852252273401113,0.41477477265988877], prediction=0.0
(5790) --> prob=[0.057301994626666374,0.9426980053733336], prediction=1.0
(5792) --> prob=[0.011088507986886301,0.9889114920131137], prediction=1.0
(5794) --> prob=[0.999999376908773,6.230912270500244E-7], prediction=0.0
(5796) --> prob=[0.6447280654261665,0.3552719345738335], prediction=0.0
(5798) --> prob=[1.2056075551246451E-8,0.9999999879439244], prediction=1.0
(5800) --> prob=[1.626447817482549E-5,0.9999837355218251], prediction=1.0
(5802) --> prob=[0.026223424815949883,0.97377657518405], prediction=1.0
(5804) --> prob=[4.764011836389035E-5,0.9999523598816361], prediction=1.0
(5806) --> prob=[2.8989081166378716E-9,0.9999999971010918], prediction=1.0
(5808) --> prob=[0.00349370584835119,0.9965062941516487], prediction=1.0
(5810) --> prob=[0.9999863681855692,1.3631814430771892E-5], prediction=0.0
(5812) --> prob=[3.5857411745290516E-8,0.9999999641425883], prediction=1.0
(5814) --> prob=[0.028510516480011693,0.9714894835199883], prediction=1.0
(5816) --> prob=[0.023118866242161817,0.9768811337578381], prediction=1.0
(5818) --> prob=[0.1027428173820764,0.8972571826179235], prediction=1.0
(5820) --> prob=[3.31210342757251E-4,0.9996687896572427], prediction=1.0
(5822) --> prob=[0.9657574412209021,0.03424255877909792], prediction=0.0
(5824) --> prob=[0.574640343042814,0.42535965695718597], prediction=0.0
(5826) --> prob=[0.9999994717235325,5.282764674407564E-7], prediction=0.0
(5828) --> prob=[0.9241450461480955,0.07585495385190465], prediction=0.0
(5830) --> prob=[0.9946780543191479,0.005321945680852155], prediction=0.0
(5832) --> prob=[0.7511177891950968,0.2488822108049032], prediction=0.0
(5834) --> prob=[0.9961788561430379,0.0038211438569620572], prediction=0.0
(5836) --> prob=[0.9961421945534668,0.003857805446533164], prediction=0.0
(5838) --> prob=[0.9958663557718284,0.004133644228171579], prediction=0.0
(5840) --> prob=[7.343299287913995E-4,0.9992656700712086], prediction=1.0
(5842) --> prob=[3.667736968574335E-10,0.9999999996332263], prediction=1.0
(5844) --> prob=[0.8714274238290214,0.1285725761709786], prediction=0.0
(5846) --> prob=[0.9487389529116044,0.05126104708839565], prediction=0.0
(5848) --> prob=[0.970222197530396,0.02977780246960398], prediction=0.0
(5850) --> prob=[0.9993246801720752,6.753198279249064E-4], prediction=0.0
(5852) --> prob=[0.9939562445097512,0.006043755490248795], prediction=0.0
(5854) --> prob=[0.002728283665509993,0.99727171633449], prediction=1.0
(5856) --> prob=[0.66021845658728,0.3397815434127201], prediction=0.0
(5858) --> prob=[2.7155279158312944E-7,0.9999997284472084], prediction=1.0
(5860) --> prob=[0.9955622790231281,0.0044377209768719774], prediction=0.0
(5862) --> prob=[0.012479205577105615,0.9875207944228943], prediction=1.0
(5864) --> prob=[0.08175096106403452,0.9182490389359654], prediction=1.0
(5866) --> prob=[0.9031267853139624,0.09687321468603759], prediction=0.0
(5868) --> prob=[0.9812650448007971,0.01873495519920294], prediction=0.0
(5870) --> prob=[4.752721752900891E-13,0.9999999999995248], prediction=1.0
(5872) --> prob=[0.9274897569899841,0.07251024301001581], prediction=0.0
(5874) --> prob=[0.9998411594193956,1.58840580604446E-4], prediction=0.0
(5876) --> prob=[0.9822020167761244,0.017797983223875553], prediction=0.0
(5878) --> prob=[1.7875692164050621E-6,0.9999982124307836], prediction=1.0
(5880) --> prob=[0.0024590742900682115,0.9975409257099317], prediction=1.0
(5882) --> prob=[0.8841009393861986,0.1158990606138013], prediction=0.0
(5884) --> prob=[0.4199085596272513,0.5800914403727487], prediction=1.0
(5886) --> prob=[0.010434085246637463,0.9895659147533624], prediction=1.0
(5888) --> prob=[5.485265023479162E-8,0.9999999451473497], prediction=1.0
(5890) --> prob=[0.0012888783527137692,0.9987111216472863], prediction=1.0
(5892) --> prob=[0.00333279333797047,0.9966672066620296], prediction=1.0
(5894) --> prob=[1.2996348521615155E-4,0.9998700365147838], prediction=1.0
(5896) --> prob=[1.3104435612945107E-4,0.9998689556438707], prediction=1.0
(5898) --> prob=[6.106580947383029E-9,0.999999993893419], prediction=1.0
(5900) --> prob=[0.001613756472146687,0.9983862435278533], prediction=1.0
(5902) --> prob=[1.0396374802780624E-7,0.9999998960362518], prediction=1.0
(5904) --> prob=[6.630346879935174E-10,0.9999999993369653], prediction=1.0
(5906) --> prob=[0.9729464530205061,0.027053546979493928], prediction=0.0
(5908) --> prob=[0.5844002087430332,0.4155997912569669], prediction=0.0
(5910) --> prob=[0.9533046763862695,0.04669532361373046], prediction=0.0
(5912) --> prob=[7.812435962597791E-4,0.9992187564037402], prediction=1.0
(5914) --> prob=[0.041356111492750286,0.9586438885072498], prediction=1.0
(5916) --> prob=[0.6794566586762192,0.3205433413237809], prediction=0.0
(5918) --> prob=[0.999999289906818,7.10093182151643E-7], prediction=0.0
(5920) --> prob=[0.9976111971244954,0.0023888028755046594], prediction=0.0
(5922) --> prob=[0.32738005715540913,0.6726199428445908], prediction=1.0
(5924) --> prob=[0.0015786656770434108,0.9984213343229565], prediction=1.0
(5926) --> prob=[6.791577920590642E-7,0.9999993208422079], prediction=1.0
(5928) --> prob=[0.0013229642111711542,0.9986770357888287], prediction=1.0
(5930) --> prob=[0.995492473617582,0.004507526382418011], prediction=0.0
(5932) --> prob=[0.9999999084947625,9.150523737468232E-8], prediction=0.0
(5934) --> prob=[0.012371171162939718,0.9876288288370604], prediction=1.0
(5936) --> prob=[0.9997336243399298,2.663756600702366E-4], prediction=0.0
(5938) --> prob=[0.9805059309440691,0.019494069055930895], prediction=0.0
(5940) --> prob=[0.0020525131015822562,0.9979474868984177], prediction=1.0
(5942) --> prob=[4.509059856426212E-4,0.9995490940143573], prediction=1.0
(5944) --> prob=[5.729882184266142E-4,0.9994270117815734], prediction=1.0
(5946) --> prob=[0.9965628027459783,0.003437197254021734], prediction=0.0
(5948) --> prob=[0.929492081881736,0.07050791811826385], prediction=0.0
(5950) --> prob=[0.166176646976383,0.8338233530236169], prediction=1.0
(5952) --> prob=[0.9999939610532995,6.038946700469534E-6], prediction=0.0
(5954) --> prob=[0.9223055190231203,0.07769448097687971], prediction=0.0
(5956) --> prob=[0.03105326277333557,0.9689467372266646], prediction=1.0
(5958) --> prob=[0.9999891192150306,1.0880784969287122E-5], prediction=0.0
(5960) --> prob=[0.02973412799645441,0.9702658720035456], prediction=1.0
(5962) --> prob=[3.7085959917924314E-4,0.9996291404008207], prediction=1.0
(5964) --> prob=[0.9849408820911205,0.015059117908879377], prediction=0.0
(5966) --> prob=[0.03843545639387684,0.9615645436061231], prediction=1.0
(5968) --> prob=[9.489787100248521E-5,0.9999051021289974], prediction=1.0
(5970) --> prob=[0.9995719649180018,4.280350819982027E-4], prediction=0.0
(5972) --> prob=[3.4454760190367155E-4,0.9996554523980964], prediction=1.0
(5974) --> prob=[0.3220271046341013,0.6779728953658987], prediction=1.0
(5976) --> prob=[0.08251830412435547,0.9174816958756447], prediction=1.0
(5978) --> prob=[0.2331198641058144,0.7668801358941857], prediction=1.0
(5980) --> prob=[0.04215580758510595,0.957844192414894], prediction=1.0
(5982) --> prob=[1.6911574239391116E-5,0.9999830884257607], prediction=1.0
(5984) --> prob=[0.2524323547520547,0.7475676452479453], prediction=1.0
(5986) --> prob=[0.9999999999770055,2.2994503717402008E-11], prediction=0.0
(5988) --> prob=[0.22395555885659765,0.7760444411434023], prediction=1.0
(5990) --> prob=[1.4536306567868146E-4,0.9998546369343212], prediction=1.0
(5992) --> prob=[0.9999994818421087,5.181578912794975E-7], prediction=0.0
(5994) --> prob=[3.920263726393549E-4,0.9996079736273605], prediction=1.0
(5996) --> prob=[0.9993457846216074,6.542153783925328E-4], prediction=0.0
(5998) --> prob=[0.045088976734897854,0.954911023265102], prediction=1.0
(6000) --> prob=[0.0031168169273589636,0.996883183072641], prediction=1.0
(6002) --> prob=[0.9997520832232898,2.47916776710223E-4], prediction=0.0
(6004) --> prob=[3.026101495653303E-4,0.9996973898504345], prediction=1.0
(6006) --> prob=[0.9999504918478958,4.950815210424039E-5], prediction=0.0
(6008) --> prob=[6.245901988665437E-5,0.9999375409801133], prediction=1.0
(6010) --> prob=[0.9990930867726674,9.06913227332672E-4], prediction=0.0
(6012) --> prob=[0.0011372634463761757,0.9988627365536238], prediction=1.0
(6014) --> prob=[0.9495993164639327,0.05040068353606728], prediction=0.0
(6016) --> prob=[0.9999987374811433,1.2625188566159028E-6], prediction=0.0
(6018) --> prob=[0.9962397385283822,0.003760261471617713], prediction=0.0
(6020) --> prob=[0.7117306636205177,0.28826933637948227], prediction=0.0
(6022) --> prob=[0.7499897006952877,0.25001029930471236], prediction=0.0
(6024) --> prob=[0.8051438251435745,0.19485617485642545], prediction=0.0
(6026) --> prob=[1.8925851240739968E-16,0.9999999999999998], prediction=1.0
(6028) --> prob=[0.9999998713700614,1.2862993851415876E-7], prediction=0.0
(6030) --> prob=[0.9974682747348584,0.0025317252651416568], prediction=0.0
(6032) --> prob=[0.02382157367308036,0.9761784263269195], prediction=1.0
(6034) --> prob=[2.5710994475778823E-6,0.9999974289005525], prediction=1.0
(6036) --> prob=[0.4995403640224778,0.5004596359775222], prediction=1.0
(6038) --> prob=[3.022709311964329E-4,0.9996977290688036], prediction=1.0
(6040) --> prob=[1.7842102504251734E-6,0.9999982157897496], prediction=1.0
(6042) --> prob=[0.05255849815982854,0.9474415018401715], prediction=1.0
(6044) --> prob=[0.034848937686270585,0.9651510623137294], prediction=1.0
(6046) --> prob=[0.9995221391005017,4.7786089949844495E-4], prediction=0.0
(6048) --> prob=[0.9555113682091999,0.04448863179080001], prediction=0.0
(6050) --> prob=[0.9999724074055656,2.7592594434526876E-5], prediction=0.0
(6052) --> prob=[0.7525464198578925,0.24745358014210742], prediction=0.0
(6054) --> prob=[0.1367349938942058,0.8632650061057942], prediction=1.0
(6056) --> prob=[0.8173529748015143,0.18264702519848572], prediction=0.0
(6058) --> prob=[0.0034417708114574653,0.9965582291885425], prediction=1.0
(6060) --> prob=[0.05848608296146402,0.9415139170385359], prediction=1.0
(6062) --> prob=[0.5716769991478451,0.42832300085215497], prediction=0.0
(6064) --> prob=[6.454294790578735E-7,0.999999354570521], prediction=1.0
(6066) --> prob=[7.856143521357319E-6,0.9999921438564787], prediction=1.0
(6068) --> prob=[0.7345821379294518,0.2654178620705482], prediction=0.0
(6070) --> prob=[0.31381123986328785,0.6861887601367122], prediction=1.0
(6072) --> prob=[5.966576021680385E-10,0.9999999994033424], prediction=1.0
(6074) --> prob=[0.8236777625009291,0.17632223749907097], prediction=0.0
(6076) --> prob=[0.9955281046570731,0.004471895342926891], prediction=0.0
(6078) --> prob=[9.105329828525837E-7,0.9999990894670172], prediction=1.0
(6080) --> prob=[0.019008481215059932,0.9809915187849402], prediction=1.0
(6082) --> prob=[2.3162479589321963E-5,0.9999768375204106], prediction=1.0
(6084) --> prob=[0.9999816271186389,1.8372881361173432E-5], prediction=0.0
(6086) --> prob=[0.5117906269110689,0.48820937308893103], prediction=0.0
(6088) --> prob=[0.4723016478681443,0.5276983521318557], prediction=1.0
(6090) --> prob=[0.7179363290712093,0.2820636709287907], prediction=0.0
(6092) --> prob=[0.014514637720307581,0.9854853622796925], prediction=1.0
(6094) --> prob=[0.048710258221221936,0.9512897417787781], prediction=1.0
(6096) --> prob=[4.445625747737272E-6,0.9999955543742521], prediction=1.0
(6098) --> prob=[0.011435608435350611,0.9885643915646494], prediction=1.0
(6100) --> prob=[0.0044715994611628455,0.9955284005388372], prediction=1.0
(6102) --> prob=[0.780601525008438,0.2193984749915619], prediction=0.0
(6104) --> prob=[1.3266384660849711E-11,0.9999999999867337], prediction=1.0
(6106) --> prob=[1.0236417543541687E-9,0.9999999989763582], prediction=1.0
(6108) --> prob=[4.205608174652463E-5,0.9999579439182535], prediction=1.0
(6110) --> prob=[0.010539401117420072,0.9894605988825799], prediction=1.0
(6112) --> prob=[2.2761097194337168E-4,0.9997723890280565], prediction=1.0
(6114) --> prob=[0.9999997005671679,2.994328321891508E-7], prediction=0.0
(6116) --> prob=[0.9963986323780571,0.003601367621942823], prediction=0.0
(6118) --> prob=[0.9798443491169242,0.020155650883075846], prediction=0.0
(6120) --> prob=[6.402329123709967E-5,0.999935976708763], prediction=1.0
(6122) --> prob=[0.9998935972096725,1.0640279032731306E-4], prediction=0.0
(6124) --> prob=[1.814452965641301E-5,0.9999818554703437], prediction=1.0
(6126) --> prob=[0.07396857038919283,0.9260314296108071], prediction=1.0
(6128) --> prob=[2.7209013378785943E-4,0.9997279098662122], prediction=1.0
(6130) --> prob=[0.9877543613880098,0.01224563861199025], prediction=0.0
(6132) --> prob=[0.9679577065751235,0.03204229342487663], prediction=0.0
(6134) --> prob=[1.737367679224956E-5,0.9999826263232077], prediction=1.0
(6136) --> prob=[0.998554832249371,0.0014451677506289176], prediction=0.0
(6138) --> prob=[0.06322610916667716,0.936773890833323], prediction=1.0
(6140) --> prob=[3.326974035365446E-5,0.9999667302596463], prediction=1.0
(6142) --> prob=[2.8348753359134066E-6,0.9999971651246641], prediction=1.0
(6144) --> prob=[0.9999999999747733,2.522663048961894E-11], prediction=0.0
(6146) --> prob=[0.9999999724027931,2.7597206824326232E-8], prediction=0.0
